Car_Name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,seats,Engine (CC)
Maruti,2014,267000,40000,Petrol,Individual,Manual,First Owner,5,796
Hyundai,2017,250000,50000,Petrol,Individual,Manual,First Owner,5,814
Maruti,2009,135000,100000,Petrol,Individual,Manual,First Owner,5,796
Hyundai,2011,500000,80000,Diesel,Individual,Manual,First Owner,5,1582
Maruti,2008,112999,80000,Petrol,Individual,Manual,Third Owner,5,796
Ford,2012,325000,150000,Diesel,Individual,Manual,First Owner,5,1399
Hyundai,2017,650000,22200,Diesel,Individual,Manual,First Owner,5,1396
Maruti,2016,500000,32000,Petrol,Individual,Manual,First Owner,5,1197
Renault,2016,645000,120000,Diesel,Individual,Manual,First Owner,5,1461
Maruti,2011,114999,10000,Petrol,Individual,Manual,First Owner,5,796
Maruti,2018,575000,10000,Petrol,Individual,Manual,First Owner,5,1197
Renault,2016,650000,80000,Diesel,Individual,Manual,First Owner,5,1461
Maruti,2009,145000,150000,Diesel,Individual,Manual,Third Owner,5,1248
Chevrolet,2013,246000,56000,Diesel,Dealer,Manual,First Owner,5,1248
Volkswagen,2015,560000,43001,Diesel,Dealer,Manual,First Owner,5,1498
Maruti,2019,470000,9000,Petrol,Dealer,Automatic,First Owner,5,998
Hyundai,2017,850000,35000,Diesel,Individual,Manual,Third Owner,5,1582
Renault,2013,550000,100600,Diesel,Individual,Manual,Third Owner,5,1461
Maruti,2013,480000,105000,Diesel,Individual,Manual,Third Owner,5,1248
Maruti,2010,320000,60000,Petrol,Individual,Manual,Second Owner,5,1197
Hyundai,2016,725000,120000,Diesel,Individual,Manual,First Owner,5,1396
Volkswagen,2011,325000,134000,Diesel,Individual,Manual,Second Owner,5,1199
Ford,2014,320000,120000,Diesel,Individual,Manual,Third Owner,5,1399
Maruti,2016,350000,120000,Diesel,Individual,Manual,Third Owner,5,1248
Hyundai,2011,470000,89000,Diesel,Individual,Manual,First Owner,5,1396
Maruti,2018,680000,28000,Petrol,Individual,Automatic,First Owner,5,1197
Hyundai,2014,280000,90000,Petrol,Individual,Manual,First Owner,5,814
Volkswagen,2013,400000,120000,Diesel,Individual,Manual,Second Owner,5,1598
Hyundai,2014,475000,83000,Diesel,Individual,Manual,Second Owner,5,1396
Tata,2018,450000,75000,Petrol,Individual,Manual,First Owner,5,1199
Maruti,2017,400000,52000,Petrol,Individual,Manual,First Owner,5,998
Volkswagen,2012,361000,90000,Diesel,Individual,Manual,First Owner,5,1598
Hyundai,2013,390000,53000,Diesel,Individual,Manual,Second Owner,5,1396
Maruti,2013,500000,53000,Diesel,Individual,Manual,First Owner,5,1248
Maruti,2011,200000,50600,Petrol,Individual,Manual,First Owner,5,796
Maruti,2018,580000,120000,Diesel,Individual,Manual,First Owner,5,1248
Maruti,2019,660000,10000,Petrol,Individual,Automatic,First Owner,5,1197
Hyundai,2014,220000,10000,Petrol,Individual,Manual,First Owner,5,998
Maruti,2019,509999,10000,Petrol,Individual,Manual,First Owner,5,1197
Hyundai,2019,950000,15000,Diesel,Individual,Manual,First Owner,5,1396
Maruti,2013,356000,70000,Diesel,Individual,Manual,Second Owner,5,1248
Maruti,2013,355000,170000,Diesel,Individual,Manual,First Owner,5,1248
Maruti,2011,242000,120000,Diesel,Individual,Manual,First Owner,5,1248
Ford,2014,500000,130000,Diesel,Individual,Manual,Second Owner,5,1498
Maruti,2020,654000,1000,Petrol,Individual,Automatic,First Owner,5,1197
Maruti,2019,600000,18000,Petrol,Individual,Manual,First Owner,5,1197
Maruti,2016,459999,60000,Petrol,Individual,Manual,First Owner,5,1197
Renault,2018,275000,20000,Petrol,Individual,Manual,First Owner,5,999
Maruti,2006,94500,44000,Petrol,Individual,Manual,First Owner,5,796
Hyundai,2017,1110000,186000,Diesel,Individual,Manual,First Owner,5,1582
Maruti,2014,570000,79000,Diesel,Individual,Manual,Second Owner,7,1248
Tata,2015,350000,60000,Diesel,Individual,Manual,First Owner,5,1248
Maruti,2019,550000,11500,Petrol,Individual,Manual,First Owner,5,1197
Hyundai,2012,180000,56000,Petrol,Individual,Manual,First Owner,5,814
Maruti,2011,170000,175000,Diesel,Individual,Manual,Second Owner,5,1248
Maruti,2014,409999,150000,Diesel,Individual,Manual,Third Owner,5,1248
Hyundai,2012,350000,110000,Diesel,Individual,Manual,Third Owner,5,1396
Maruti,2010,135000,95000,Petrol,Individual,Manual,Third Owner,5,796
Maruti,2010,220000,100000,Diesel,Individual,Manual,First Owner,5,1248
Maruti,2014,500000,84000,Diesel,Individual,Manual,First Owner,5,1248
Hyundai,2016,875000,40000,Diesel,Individual,Manual,First Owner,5,1396
Maruti,2011,175000,175000,Petrol,Individual,Manual,Second Owner,5,796
Hyundai,2019,420000,20000,Petrol,Individual,Manual,Second Owner,5,1086
Maruti,2012,180000,70000,Petrol,Individual,Manual,Second Owner,5,796
Maruti,2007,118000,110000,Petrol,Individual,Manual,Second Owner,5,796
Maruti,2009,170000,90000,Petrol,Individual,Manual,Third Owner,5,796
Hyundai,2010,180000,120000,Petrol,Individual,Manual,First Owner,5,1197
Maruti,2009,155000,120000,Diesel,Individual,Manual,First Owner,5,1248
Hyundai,2011,250000,70000,Petrol,Individual,Manual,First Owner,5,1197
Volkswagen,2017,550000,50000,Diesel,Individual,Manual,First Owner,5,1498
Maruti,2013,380000,76000,Diesel,Individual,Manual,Second Owner,5,1248
Renault,2019,650000,5000,Petrol,Individual,Manual,First Owner,7,999
Maruti,2013,350000,85000,Diesel,Individual,Manual,First Owner,5,1248
Maruti,2018,650000,15000,Petrol,Individual,Manual,First Owner,5,1197
Hyundai,2019,1200000,40000,Diesel,Individual,Manual,First Owner,5,1582
Hyundai,2015,850000,108000,Diesel,Individual,Manual,First Owner,5,1582
Maruti,2015,320000,60000,Petrol,Individual,Manual,First Owner,5,998
Tata,2016,325000,50000,Diesel,Individual,Manual,First Owner,5,1248
Hyundai,2014,215000,50000,Petrol,Individual,Manual,First Owner,5,814
Maruti,2018,560000,25000,Petrol,Individual,Manual,First Owner,5,1197
Maruti,2017,400000,30000,Petrol,Individual,Automatic,Second Owner,5,998
Ford,2017,725000,45000,Diesel,Individual,Manual,First Owner,5,1498
Hyundai,2013,229999,39000,Petrol,Dealer,Manual,First Owner,5,1197
Hyundai,2016,950000,38600,Diesel,Dealer,Manual,First Owner,5,1582
Hyundai,2017,975000,48698,Diesel,Dealer,Manual,First Owner,5,1582
Maruti,2018,445000,32995,Petrol,Dealer,Automatic,First Owner,5,1197
Tata,2018,539000,60000,Diesel,Individual,Manual,First Owner,5,1248
Renault,2015,550000,130000,Diesel,Individual,Manual,Second Owner,5,1461
Volkswagen,2011,330000,120000,Diesel,Individual,Manual,First Owner,5,1199
Hyundai,2014,220000,80000,Petrol,Individual,Manual,Third Owner,5,814
Maruti,2007,150000,75000,Petrol,Individual,Manual,First Owner,5,796
Maruti,2009,170000,90000,Petrol,Individual,Manual,Second Owner,5,796
Toyota,2018,730000,90000,Diesel,Individual,Manual,First Owner,5,1364
Tata,2016,320000,120000,Diesel,Individual,Manual,First Owner,5,1248
Hyundai,2014,300000,30000,Petrol,Individual,Manual,Second Owner,5,1197
Maruti,2016,562000,25339,Petrol,Individual,Manual,First Owner,5,1197
Hyundai,2014,250000,10000,Petrol,Individual,Manual,First Owner,5,814
Tata,2017,484999,35000,Diesel,Individual,Manual,First Owner,5,1248
Hyundai,2013,280000,35000,Petrol,Individual,Manual,Second Owner,5,1197
Maruti,2015,571000,68000,Diesel,Individual,Manual,Second Owner,7,1248
Tata,2012,175000,60000,Diesel,Individual,Manual,First Owner,5,1248
Ford,2011,204999,70000,Diesel,Individual,Manual,Second Owner,5,1399
Mahindra,2015,445000,62000,Diesel,Dealer,Manual,First Owner,7,1498
Hyundai,2016,819999,39000,Diesel,Dealer,Manual,First Owner,5,1582
Hyundai,2016,825000,39000,Diesel,Dealer,Manual,First Owner,5,1396
Ford,2015,599000,92651,Diesel,Dealer,Manual,First Owner,5,1498
Hyundai,2013,165000,45000,Petrol,Individual,Manual,Second Owner,5,814
Maruti,2016,470000,23700,Petrol,Individual,Manual,First Owner,5,1197
Renault,2017,900000,50000,Diesel,Individual,Manual,First Owner,5,1461
Hyundai,2017,715000,60000,Diesel,Individual,Manual,First Owner,5,1396
Ford,2014,300000,80000,Diesel,Individual,Manual,First Owner,5,1399
Hyundai,2016,380000,80000,Petrol,Individual,Manual,First Owner,5,1086
Hyundai,2014,351000,25000,Petrol,Individual,Manual,First Owner,5,1197
Maruti,2020,350000,5000,Petrol,Individual,Manual,First Owner,5,796
Hyundai,2015,535000,80000,Diesel,Individual,Manual,First Owner,5,1396
Hyundai,2016,280000,19000,Petrol,Individual,Manual,First Owner,5,814
Maruti,2019,650000,33000,Petrol,Individual,Automatic,First Owner,5,1197
Hyundai,2020,360000,65000,Petrol,Individual,Manual,Second Owner,5,1197
Volkswagen,2017,575000,40000,Diesel,Individual,Manual,First Owner,5,1498
Maruti,2016,325000,50000,Petrol,Individual,Manual,First Owner,5,998
Maruti,2016,250000,20000,Petrol,Individual,Manual,First Owner,5,796
Renault,2014,425000,69000,Diesel,Dealer,Manual,First Owner,5,1461
Maruti,2016,500000,22947,Petrol,Individual,Manual,First Owner,5,1197
Hyundai,2013,300000,30000,Petrol,Individual,Manual,Second Owner,5,1197
Hyundai,2016,270000,7672,Petrol,Individual,Manual,First Owner,5,814
Maruti,2010,160000,36659,Petrol,Individual,Manual,First Owner,5,796
Maruti,2009,160000,70000,Petrol,Individual,Manual,Third Owner,5,796
Ford,2012,220000,100000,Diesel,Individual,Manual,Second Owner,5,1399
Hyundai,2017,670000,48000,Diesel,Individual,Manual,First Owner,5,1396
Hyundai,2018,780000,35000,Diesel,Individual,Manual,First Owner,5,1396
Maruti,2017,515000,23000,Petrol,Individual,Manual,First Owner,5,1197
Hyundai,2017,800000,14000,Diesel,Individual,Manual,First Owner,5,1396
Hyundai,2013,200000,60000,Petrol,Individual,Manual,Second Owner,5,814
Maruti,2013,250000,35000,Petrol,Individual,Manual,First Owner,5,998
Renault,2012,250000,120000,Diesel,Individual,Manual,Third Owner,5,1461
Maruti,2014,650000,68000,Diesel,Individual,Manual,First Owner,5,1248
Honda,2016,950000,60000,Diesel,Individual,Manual,First Owner,7,1498
Hyundai,2016,300000,35000,Petrol,Individual,Manual,First Owner,5,814
Tata,2017,493000,40000,Petrol,Individual,Manual,First Owner,5,1199
Ford,2010,185000,124316,Diesel,Dealer,Manual,Second Owner,5,1399
Mahindra,2019,1225000,6544,Diesel,Individual,Manual,First Owner,5,1497
Hyundai,2008,130000,30000,Petrol,Individual,Manual,Second Owner,5,1086
Maruti,2019,685000,19000,Petrol,Individual,Automatic,First Owner,5,1197
Maruti,2020,399000,5000,CNG,Individual,Manual,First Owner,5,1196
Maruti,2012,450000,97000,Diesel,Individual,Manual,Third Owner,5,1248
Ford,2012,320000,103994,Diesel,Individual,Manual,Fourth & Above Owner,5,1399
Maruti,2011,350000,115000,Diesel,Individual,Manual,Fourth & Above Owner,5,1248
Tata,2012,285000,178000,Diesel,Individual,Manual,Second Owner,5,1248
Ford,2011,300000,80000,Diesel,Individual,Manual,First Owner,5,1399
Maruti,2004,100000,100000,Petrol,Individual,Manual,Second Owner,5,796
Hyundai,2012,300000,41000,Petrol,Individual,Manual,Second Owner,5,1197
Maruti,2011,199000,70000,Petrol,Individual,Manual,Third Owner,5,998
Renault,2012,545000,90000,Diesel,Individual,Manual,Second Owner,5,1461
Maruti,2014,570000,80000,Diesel,Individual,Manual,Second Owner,7,1248
Maruti,2009,114999,100000,Petrol,Individual,Manual,First Owner,5,796
Tata,2018,450000,35000,Petrol,Individual,Manual,First Owner,5,1199
Renault,2019,600000,5000,Petrol,Individual,Manual,First Owner,7,999
Maruti,2014,254999,40000,Petrol,Individual,Manual,Second Owner,5,998
Maruti,2008,221000,35008,Petrol,Dealer,Manual,First Owner,5,998
Toyota,2014,480000,54891,Diesel,Dealer,Manual,First Owner,5,1364
Hyundai,2018,1000000,30000,Diesel,Individual,Automatic,First Owner,5,1582
Renault,2012,245000,100000,Diesel,Dealer,Manual,First Owner,5,1461
Toyota,2010,425000,83585,Diesel,Dealer,Manual,First Owner,5,1364
Renault,2017,750000,48406,Diesel,Dealer,Manual,First Owner,5,1461
Hyundai,2016,570000,56239,Diesel,Dealer,Manual,First Owner,5,1396
Maruti,2015,585000,33243,Petrol,Dealer,Manual,First Owner,5,1197
Renault,2018,900000,35000,Diesel,Individual,Manual,First Owner,7,1461
Maruti,2015,400000,50000,Petrol,Individual,Manual,First Owner,5,1197
Maruti,2009,140000,35000,Petrol,Individual,Manual,First Owner,5,796
Maruti,2017,380000,29000,Petrol,Individual,Automatic,First Owner,5,998
Maruti,2018,630000,15000,Petrol,Individual,Manual,First Owner,5,1197
Maruti,2009,120000,17000,Petrol,Individual,Manual,First Owner,5,796
Tata,2012,287000,120000,Diesel,Individual,Manual,First Owner,5,1248
Maruti,2016,550000,45000,Petrol,Individual,Manual,First Owner,5,1197
Maruti,2016,300000,25000,Petrol,Individual,Manual,First Owner,5,796
Maruti,2015,300000,50000,Petrol,Individual,Manual,Third Owner,5,998
Hyundai,2010,210000,110000,Petrol,Individual,Manual,First Owner,5,1197
Hyundai,2013,500000,87000,Diesel,Individual,Manual,Second Owner,5,1582
Maruti,2013,509999,148000,Diesel,Individual,Manual,First Owner,7,1248
Hyundai,2013,459999,60000,Diesel,Individual,Manual,Second Owner,5,1396
Maruti,2015,310000,18000,Petrol,Individual,Manual,First Owner,5,796
Tata,2018,775000,80000,Diesel,Individual,Manual,First Owner,5,1248
Maruti,2004,105000,96000,Petrol,Individual,Manual,Third Owner,5,796
Hyundai,2013,360000,210000,Diesel,Individual,Manual,Third Owner,5,1396
Volkswagen,2012,400000,60000,Diesel,Individual,Manual,Third Owner,5,1598
Maruti,2014,600000,90000,Diesel,Individual,Manual,First Owner,5,1248
Mahindra,2012,140000,120000,Diesel,Individual,Manual,Second Owner,5,1461
Tata,2008,210000,100000,Diesel,Individual,Manual,First Owner,5,1405
Hyundai,2008,200000,40000,Petrol,Individual,Manual,First Owner,5,1197
Tata,2013,316000,140000,Diesel,Individual,Manual,First Owner,5,1248
Maruti,2015,650000,100000,Diesel,Individual,Manual,First Owner,7,1248
Ford,2014,400000,30000,Diesel,Individual,Manual,First Owner,5,1399
Ford,2018,900000,19000,Diesel,Individual,Manual,First Owner,5,1498
Hyundai,2015,600000,40000,Diesel,Individual,Manual,First Owner,5,1396
Hyundai,2014,575000,106000,Diesel,Individual,Manual,First Owner,5,1582
Volkswagen,2012,280000,80000,Diesel,Individual,Manual,Third Owner,5,1598
Hyundai,2015,580000,74000,Diesel,Individual,Manual,Second Owner,5,1396
Hyundai,2013,500000,70000,Diesel,Individual,Manual,Third Owner,5,1582
Hyundai,2011,225000,80000,Petrol,Individual,Manual,Second Owner,5,1197
Hyundai,2011,350000,100000,Diesel,Individual,Manual,Second Owner,5,1396
Hyundai,2011,235000,80000,Petrol,Individual,Manual,Second Owner,5,1197
Maruti,2010,190000,35000,Petrol,Individual,Manual,First Owner,5,796
Tata,2011,325000,79000,Diesel,Individual,Manual,First Owner,5,1248
Volkswagen,2011,300000,120000,Diesel,Individual,Manual,Third Owner,5,1598
Tata,2017,550000,10000,Petrol,Individual,Manual,First Owner,5,1199
Maruti,2013,450000,108800,Diesel,Individual,Manual,Third Owner,5,1248
Hyundai,2009,199000,70000,Petrol,Individual,Manual,Second Owner,5,1197
Ford,2011,240000,72000,Diesel,Individual,Manual,First Owner,5,1399
Maruti,2006,120000,100000,Petrol,Individual,Manual,Second Owner,5,796
Hyundai,2017,265000,100000,Petrol,Individual,Manual,First Owner,5,814
Maruti,2008,100000,120000,Petrol,Individual,Manual,Second Owner,8,796
Tata,2015,400000,100000,Diesel,Individual,Manual,First Owner,5,1248
Hyundai,2013,345000,40000,Diesel,Individual,Manual,First Owner,5,1396
Maruti,2018,620000,15000,Petrol,Individual,Automatic,First Owner,5,1197
Maruti,2018,700000,10000,Petrol,Individual,Manual,Second Owner,5,1197
Tata,2012,200000,90000,Diesel,Individual,Manual,First Owner,5,1248
Toyota,2011,365000,185000,Diesel,Individual,Manual,Second Owner,5,1364
Maruti,2018,740000,9000,Petrol,Individual,Automatic,First Owner,5,1197
Maruti,2019,570000,19000,Petrol,Individual,Automatic,Second Owner,5,1197
Tata,2013,250000,100000,Diesel,Individual,Manual,First Owner,5,1396
Maruti,2017,430000,20000,Petrol,Individual,Automatic,First Owner,5,998
Hyundai,2014,225000,35000,Petrol,Individual,Manual,First Owner,5,814
Hyundai,2014,440000,70000,Diesel,Individual,Manual,Second Owner,5,1396
Maruti,2013,420000,105000,Diesel,Individual,Manual,Second Owner,5,1248
Renault,2013,425000,152186,Diesel,Dealer,Manual,Second Owner,5,1461
Hyundai,2013,295000,82246,Petrol,Dealer,Manual,First Owner,5,1197
Maruti,2016,540000,20000,Petrol,Individual,Manual,First Owner,5,1197
Toyota,2011,350000,100000,Diesel,Individual,Manual,Second Owner,5,1364
Ford,2011,250000,78562,Diesel,Dealer,Manual,First Owner,5,1399
Hyundai,2011,450000,96000,Diesel,Individual,Manual,Fourth & Above Owner,5,1582
Hyundai,2014,420000,50000,Diesel,Individual,Manual,First Owner,5,1396
Hyundai,2011,375000,35000,Diesel,Individual,Manual,Second Owner,5,1582
Maruti,2017,430000,10000,Petrol,Individual,Manual,First Owner,5,998
Maruti,2017,630000,35000,Petrol,Individual,Manual,First Owner,5,1197
Tata,2018,550000,23000,Petrol,Individual,Manual,First Owner,5,1199
Hyundai,2013,370000,80000,Diesel,Individual,Manual,First Owner,5,1396
Maruti,2019,550000,40000,Petrol,Individual,Manual,First Owner,5,1197
Renault,2017,300000,30000,Petrol,Individual,Manual,First Owner,5,999
Tata,2011,150000,120000,Diesel,Individual,Manual,First Owner,5,1396
Hyundai,2016,550000,90000,Diesel,Individual,Manual,Second Owner,5,1396
Hyundai,2015,500000,90000,Diesel,Individual,Manual,First Owner,5,1396
Maruti,2014,525000,110000,Diesel,Individual,Manual,Second Owner,7,1248
Renault,2019,220000,90000,Petrol,Individual,Manual,First Owner,5,999
Maruti,2013,215000,35000,Petrol,Individual,Manual,First Owner,5,796
Volkswagen,2012,335000,100000,Diesel,Individual,Manual,First Owner,5,1598
Ford,2011,135000,120000,Diesel,Individual,Manual,Second Owner,5,1399
Hyundai,2017,575000,50000,Diesel,Individual,Manual,First Owner,5,1396
Hyundai,2014,170000,70000,Petrol,Individual,Manual,Second Owner,5,814
Maruti,2014,250999,30000,Petrol,Individual,Manual,First Owner,5,796
Maruti,2020,250999,30000,Petrol,Individual,Manual,First Owner,5,796
Maruti,2013,170000,60000,Petrol,Individual,Manual,Second Owner,5,796
Maruti,2014,250000,20000,Petrol,Individual,Manual,First Owner,5,796
Hyundai,2013,200000,80000,Petrol,Individual,Manual,First Owner,5,814
Hyundai,2017,270000,50000,Petrol,Individual,Manual,First Owner,5,814
Mahindra,2018,400000,50000,Diesel,Individual,Manual,First Owner,8,909
Maruti,2010,217000,120000,Diesel,Individual,Manual,First Owner,5,1248
Maruti,2017,810000,80000,Petrol,Individual,Manual,First Owner,5,1373
Maruti,2015,369000,20000,Petrol,Individual,Manual,Second Owner,5,998
Hyundai,2017,750000,27000,Diesel,Individual,Manual,First Owner,5,1396
Hyundai,2013,520000,88000,Diesel,Individual,Manual,Second Owner,5,1582
Hyundai,2012,415000,80000,Diesel,Individual,Manual,Second Owner,5,1582
Hyundai,2019,700000,60000,Diesel,Individual,Manual,First Owner,5,1396
Maruti,2017,484999,26000,Petrol,Individual,Manual,Second Owner,5,1197
Hyundai,2014,220000,60000,Petrol,Individual,Manual,Second Owner,5,814
Hyundai,2014,320000,80000,Petrol,Individual,Manual,Second Owner,5,1197
Maruti,2011,375000,90000,Diesel,Individual,Manual,Second Owner,5,1248
Hyundai,2012,440000,80000,Diesel,Individual,Manual,Second Owner,5,1582
Toyota,2014,420000,120000,Diesel,Individual,Manual,First Owner,5,1364
Volkswagen,2019,800000,25000,Diesel,Individual,Manual,First Owner,5,1498
Toyota,2015,450000,25000,Diesel,Individual,Manual,First Owner,5,1364
Maruti,2012,459999,87000,Diesel,Individual,Manual,First Owner,7,1248
Tata,2011,149000,148000,Diesel,Individual,Manual,Second Owner,5,1248
Maruti,2014,501000,68000,Diesel,Dealer,Manual,First Owner,5,1248
Hyundai,2016,275000,47000,Petrol,Dealer,Manual,First Owner,5,814
Hyundai,2018,825000,71500,Diesel,Dealer,Manual,First Owner,5,1396
Toyota,2012,411000,110000,Diesel,Dealer,Manual,First Owner,5,1364
Maruti,2012,511000,8500,Petrol,Dealer,Manual,First Owner,5,1197
Volkswagen,2012,300000,60300,Diesel,Individual,Manual,First Owner,5,1199
Tata,2015,400000,35000,Diesel,Individual,Manual,First Owner,5,1248
Hyundai,2008,180000,44391,Petrol,Individual,Manual,Second Owner,5,1086
Toyota,2013,325000,120000,Diesel,Individual,Manual,First Owner,5,1364
Tata,2015,350000,90000,Diesel,Individual,Manual,Second Owner,5,1248
Hyundai,2017,300000,15151,Petrol,Individual,Manual,Second Owner,5,814
Hyundai,2011,206000,100000,Petrol,Individual,Manual,First Owner,5,1086
Toyota,2014,415000,146000,Diesel,Individual,Manual,First Owner,5,1364
Hyundai,2017,350000,20000,Petrol,Individual,Manual,First Owner,5,814
Toyota,2017,632000,150000,Diesel,Individual,Manual,First Owner,5,1364
Maruti,2014,325000,70000,CNG,Individual,Manual,Second Owner,5,1196
Hyundai,2008,180000,100000,Petrol,Individual,Manual,Third Owner,5,1086
Maruti,2014,450000,15000,Diesel,Individual,Manual,Second Owner,7,1248
Toyota,2016,509999,80000,Diesel,Individual,Manual,Second Owner,5,1364
Maruti,2011,140000,72000,Petrol,Individual,Manual,Second Owner,5,796
Renault,2012,400000,100000,Diesel,Individual,Manual,Second Owner,5,1461
Hyundai,2014,620000,110000,Diesel,Individual,Manual,First Owner,5,1396
Hyundai,2012,190000,100000,Petrol,Individual,Manual,First Owner,5,814
Hyundai,2018,380000,25000,Petrol,Individual,Manual,First Owner,5,814
Ford,2019,1145000,20000,Diesel,Individual,Manual,First Owner,5,1498
Tata,2017,540000,70000,Diesel,Individual,Manual,First Owner,5,1248
Maruti,2009,135000,50000,Petrol,Individual,Manual,First Owner,5,796
Maruti,2016,411000,25000,Petrol,Individual,Manual,Second Owner,5,998
Maruti,2012,335000,72072,Diesel,Dealer,Manual,First Owner,5,1248
Ford,2012,300000,54000,Diesel,Individual,Manual,First Owner,5,1399
Hyundai,2012,415000,82082,Diesel,Dealer,Manual,First Owner,5,1396
Hyundai,2018,1150000,49000,Diesel,Individual,Automatic,First Owner,5,1582
Hyundai,2013,195000,58609,Petrol,Individual,Manual,Second Owner,5,814
Tata,2018,749000,30000,Diesel,Individual,Manual,First Owner,5,1497
Mahindra,2011,200000,120000,Diesel,Individual,Manual,Third Owner,5,1461
Tata,2014,240000,168000,Diesel,Individual,Manual,Second Owner,5,1248
Maruti,2008,145000,120000,Petrol,Individual,Manual,Second Owner,5,796
Maruti,2016,450000,5800,Petrol,Individual,Manual,Second Owner,5,998
Hyundai,2016,335000,17000,Petrol,Individual,Manual,First Owner,5,814
Maruti,2018,459999,5000,Petrol,Individual,Manual,First Owner,5,998
Tata,2012,140000,195000,Diesel,Individual,Manual,Second Owner,5,1248
Hyundai,2012,200000,70000,Petrol,Individual,Manual,First Owner,5,814
Hyundai,2012,180000,100000,Petrol,Individual,Manual,Second Owner,5,814
Maruti,2015,550000,25000,Petrol,Individual,Manual,First Owner,5,1197
Maruti,2012,550000,67000,Diesel,Individual,Manual,First Owner,7,1248
Renault,2013,315000,85000,Diesel,Individual,Manual,First Owner,5,1461
Hyundai,2011,360000,80000,Diesel,Individual,Manual,Second Owner,5,1582
Maruti,2014,300000,31000,Petrol,Individual,Manual,First Owner,5,998
Maruti,2016,350000,20000,Petrol,Individual,Manual,First Owner,5,998
Ford,2017,700000,60000,Diesel,Individual,Manual,First Owner,5,1498
Maruti,2013,415000,102996,Diesel,Individual,Manual,Second Owner,5,1248
Hyundai,2015,550000,60000,Diesel,Individual,Manual,First Owner,5,1396
Ford,2013,480000,87452,Diesel,Dealer,Manual,Second Owner,5,1498
Ford,2018,750000,17000,Diesel,Individual,Manual,First Owner,5,1498
Maruti,2019,650000,10000,Petrol,Individual,Automatic,First Owner,5,1197
Maruti,2016,300000,5000,Petrol,Individual,Manual,First Owner,5,796
Maruti,2009,150000,40000,Petrol,Individual,Manual,First Owner,5,796
Hyundai,2016,310000,25000,Petrol,Individual,Manual,First Owner,5,814
Maruti,2009,195000,40000,Petrol,Individual,Manual,First Owner,5,796
Hyundai,2015,615000,72000,Diesel,Individual,Manual,First Owner,5,1396
Hyundai,2013,350000,70000,Diesel,Individual,Manual,Second Owner,5,1396
Hyundai,2017,650000,32331,Diesel,Individual,Manual,Second Owner,5,1396
Hyundai,2016,1100000,70000,Diesel,Individual,Manual,First Owner,5,1582
Hyundai,2010,285000,80000,Diesel,Individual,Manual,Second Owner,5,1396
Hyundai,2016,900000,98000,Diesel,Individual,Manual,First Owner,5,1582
Hyundai,2011,340000,80000,Diesel,Individual,Manual,Second Owner,5,1396
Hyundai,2012,222000,120000,LPG,Individual,Manual,First Owner,5,814
Maruti,2014,320000,70000,Petrol,Individual,Manual,First Owner,5,998
Renault,2012,500000,120000,Diesel,Individual,Manual,Second Owner,5,1461
Renault,2017,500000,80000,Diesel,Individual,Manual,Second Owner,5,1461
Tata,2012,200000,230000,Diesel,Individual,Manual,First Owner,5,1396
Ford,2019,900000,35000,Diesel,Individual,Manual,First Owner,5,1498
Hyundai,2011,165000,97000,Petrol,Individual,Manual,Third Owner,5,1086
Hyundai,2011,160000,60000,Petrol,Individual,Manual,First Owner,5,1086
Maruti,2014,430000,90000,Diesel,Individual,Manual,First Owner,5,1248
Volkswagen,2018,600000,40000,Diesel,Individual,Manual,First Owner,5,1498
Hyundai,2017,1200000,25000,Diesel,Individual,Manual,First Owner,5,1582
Maruti,2013,530000,40000,Diesel,Individual,Manual,First Owner,5,1248
Maruti,2018,509999,8000,Petrol,Individual,Automatic,Second Owner,5,998
Toyota,2015,387000,170000,Diesel,Individual,Manual,First Owner,5,1364
Maruti,2014,235000,25000,Petrol,Individual,Manual,First Owner,5,796
Maruti,2007,100000,90000,Petrol,Individual,Manual,Second Owner,5,796
Volkswagen,2014,565000,111000,Diesel,Individual,Manual,First Owner,5,1498
Maruti,2017,625000,15000,Petrol,Individual,Manual,First Owner,5,1197
Maruti,2016,280000,30000,Petrol,Individual,Manual,Second Owner,5,796
Hyundai,2015,1300000,40000,Diesel,Individual,Manual,First Owner,5,1582
Maruti,2017,700000,15000,Petrol,Individual,Automatic,First Owner,5,1197
Ford,2015,600000,135000,Diesel,Individual,Manual,First Owner,5,1498
Maruti,2012,229999,120000,Diesel,Individual,Manual,First Owner,5,1248
Tata,2007,100000,90000,Diesel,Individual,Manual,Third Owner,5,1396
Hyundai,2018,850000,50000,Diesel,Individual,Manual,First Owner,5,1396
Maruti,2014,250000,40000,Petrol,Individual,Manual,Second Owner,5,796
Tata,2012,125000,120000,Diesel,Individual,Manual,First Owner,5,1248
Hyundai,2019,458000,30000,Petrol,Individual,Manual,First Owner,5,1086
Ford,2018,950000,20000,Diesel,Individual,Manual,First Owner,5,1498
Maruti,2017,650000,21000,Petrol,Individual,Manual,First Owner,5,1197
Maruti,2013,400000,70000,Diesel,Individual,Manual,First Owner,5,1248
Maruti,2006,100000,42500,Petrol,Individual,Manual,First Owner,5,796
Hyundai,2012,350000,25000,Petrol,Individual,Manual,First Owner,5,1197
Volkswagen,2010,250000,80000,Diesel,Individual,Manual,Fourth & Above Owner,5,1199
